0	21.35
1	21.3562
2	21.3562
3	21.3562
4	21.35
5	21.3562
6	21.35
7	21.3562
8	21.35
9	21.35
10	21.35
11	21.3562
12	21.35
13	21.3562
14	21.35
15	21.3624
16	21.3562
17	21.3562
18	21.3624
19	21.3562
20	21.35
21	21.3562
22	21.3562
23	21.3562
24	21.3562
25	21.3562
26	21.3562
27	21.3562
28	21.35
29	21.3562
30	21.35
31	21.3562
32	21.35
33	21.3562
34	21.3562
35	21.3562
36	21.3562
37	21.3562
38	21.3562
39	21.3624
40	21.3624
41	21.3624
42	21.3562
43	21.3624
44	21.3624
45	21.3624
46	21.3624
47	21.3624
48	21.3624
49	21.3562
50	21.3624
51	21.3624
52	21.3562
53	21.3687
54	21.3624
55	21.3562
56	21.3624
57	21.3624
58	21.3624
59	21.3687
60	21.3624
61	21.3624
62	21.3624
63	21.3687
64	21.3624
65	21.3624
66	21.3687
67	21.3687
68	21.3687
69	21.3687
70	21.3749
71	21.3687
72	21.3749
73	21.3687
74	21.3687
75	21.3749
76	21.3749
77	21.3749
78	21.3811
79	21.3811
80	21.3811
81	21.3936
82	21.3874
83	21.3936
84	21.3874
85	21.3936
86	21.4061
87	21.3936
88	21.3936
89	21.3874
90	21.3936
91	21.3936
92	21.3998
93	21.3936
94	21.3998
95	21.3998
96	21.4061
97	21.4061
98	21.4061
99	21.4061
