0	7.7693
1	7.7693
2	7.7693
3	7.7631
4	7.7631
5	7.7631
6	7.7631
7	7.7631
8	7.7631
9	7.7631
10	7.7631
11	7.7631
12	7.7631
13	7.7631
14	7.7631
15	7.7631
16	7.7693
17	7.7693
18	7.7693
19	7.7693
20	7.7693
21	7.7755
22	7.7693
23	7.7755
24	7.7693
25	7.7755
26	7.7755
27	7.7755
28	7.7755
29	7.7755
30	7.7755
31	7.7755
32	7.7755
33	7.7755
34	7.7755
35	7.7755
36	7.7755
37	7.7755
38	7.7755
39	7.7818
40	7.788
41	7.788
42	7.7942
43	7.788
44	7.7942
45	7.7942
46	7.788
47	7.788
48	7.7942
49	7.7942
50	7.7942
51	7.7942
52	7.7942
53	7.7942
54	7.7942
55	7.7942
56	7.788
57	7.7942
58	7.8005
59	7.8005
60	7.7942
61	7.7942
62	7.8005
63	7.7942
64	7.8005
65	7.8067
66	7.8067
67	7.8005
68	7.8067
69	7.8067
70	7.8067
71	7.8067
72	7.8005
73	7.8067
74	7.8129
75	7.8067
76	7.8067
77	7.8067
78	7.8129
79	7.8129
80	7.8067
81	7.8129
82	7.8067
83	7.8129
84	7.8067
85	7.8129
86	7.8129
87	7.8129
88	7.8067
89	7.8067
90	7.8129
91	7.8129
92	7.8129
93	7.8129
94	7.8129
95	7.8129
96	7.8192
97	7.8192
98	7.8192
99	7.8129
